,cnt
6817,20.29778313018444
11907,25.495097567963924
15637,28.071337695236398
15911,20.591260281974
12181,22.759613353482084
10220,10.295630140987
13549,27.2213151776324
1675,8.831760866327848
15393,20.493901531919196
8812,9.539392014169456
16410,18.547236990991408
7985,11.224972160321824
14645,14.966629547095765
5038,16.97056274847714
15762,10.535653752852738
11820,24.0
16525,19.1049731745428
15167,3.7416573867739413
829,3.872983346207417
10035,1.4142135623730951
4049,12.083045973594572
9321,3.4641016151377544
12507,13.45362404707371
2498,5.0
3889,10.344080432788601
5535,15.297058540778355
13061,14.45683229480096
16186,2.0
7004,12.96148139681572
13435,8.12403840463596
10566,17.11724276862369
11540,4.58257569495584
11879,2.23606797749979
13665,22.22611077089287
8629,7.0
333,5.744562646538029
181,5.291502622129181
831,1.7320508075688772
1321,15.968719422671311
5425,10.677078252031311
3316,2.23606797749979
6451,11.357816691600547
10018,10.14889156509222
15192,3.1622776601683795
17041,14.142135623730951
13196,4.242640687119285
7402,3.3166247903554
8272,21.42428528562855
15521,13.74772708486752
10241,19.0
16688,2.8284271247461903
4029,20.615528128088304
1508,3.1622776601683795
8882,6.4031242374328485
1615,10.583005244258363
4693,11.269427669584644
10502,23.259406699226016
12892,18.110770276274835
11696,16.492422502470642
16090,3.1622776601683795
1598,3.7416573867739413
16215,10.488088481701515
7762,3.7416573867739413
1803,8.18535277187245
14860,17.204650534085253
7775,16.492422502470642
15051,27.386127875258307
11866,14.0
10087,16.911534525287763
8645,6.928203230275509
14803,9.327379053088816
6421,1.7320508075688772
5466,19.313207915827967
377,1.0
1732,11.704699910719626
14865,25.199206336708304
772,9.486832980505138
10763,15.427248620541512
14524,15.231546211727817
12103,17.0
15155,22.40535650240808
12612,29.444863728670914
9853,17.663521732655695
15481,11.958260743101398
394,3.605551275463989
8223,15.716233645501712
4789,14.696938456699069
8340,2.0
2595,4.0
16757,6.6332495807108
6735,4.123105625617661
12482,9.327379053088816
7559,7.810249675906654
14090,22.181073012818835
11366,17.26267650163207
13259,20.273134932713294
15559,16.852299546352718
16182,7.0
6277,5.5677643628300215
12603,26.814175355583846
5635,4.0
6706,5.0
2029,8.0
10511,2.8284271247461903
15513,24.43358344574123
2057,8.717797887081348
13548,29.103264421710495
3978,19.44222209522358
4629,20.149441679609886
6959,17.60681686165901
8993,13.711309200802088
6113,6.082762530298219
7613,11.704699910719626
6835,14.352700094407323
14507,21.494185260204677
3447,19.621416870348583
9849,10.488088481701515
11661,9.643650760992955
14743,17.776388834631177
10884,22.02271554554524
6739,10.44030650891055
11184,6.164414002968976
871,12.328828005937952
2816,7.874007874011811
10986,13.490737563232042
13866,9.327379053088816
6323,4.123105625617661
16149,23.811761799581316
8387,1.4142135623730951
4436,17.776388834631177
1433,4.358898943540674
9537,23.0
5496,11.575836902790225
9647,6.782329983125268
14235,26.888659319497503
3755,14.594519519326424
16109,9.327379053088816
5348,21.97726097583591
12214,1.7320508075688772
2288,2.0
5149,16.401219466856727
11602,16.822603841260722
17287,2.0
4990,16.583123951777
11080,12.84523257866513
3295,2.449489742783178
3025,9.0
1026,7.54983443527075
13189,15.905973720586866
15879,7.416198487095663
275,5.744562646538029
15020,11.916375287812984
3576,12.449899597988733
7998,8.0
14418,10.44030650891055
16893,18.920887928424502
7567,6.782329983125268
3678,2.23606797749979
10994,5.291502622129181
1427,13.674794331177344
11331,7.14142842854285
12658,24.145392935299274
13962,12.489995996796797
7664,5.291502622129181
7826,14.2828568570857
7753,10.677078252031311
3299,13.74772708486752
20,6.0
3776,6.324555320336759
15405,2.6457513110645907
10969,1.4142135623730951
8466,7.483314773547883
12702,11.0
16614,4.358898943540674
13177,4.58257569495584
9850,11.958260743101398
7924,13.784048752090222
1851,9.327379053088816
4294,16.852299546352718
14753,14.696938456699069
3989,1.0
12053,14.142135623730951
8991,15.297058540778355
13328,24.310491562286437
17244,4.795831523312719
1922,8.660254037844387
3578,8.246211251235321
17270,10.14889156509222
7794,9.1104335791443
15873,20.049937655763422
11913,16.217274740226856
8678,10.44030650891055
8673,2.0
14984,20.518284528683193
13278,14.66287829861518
2342,9.591663046625438
17214,2.6457513110645907
2996,22.891046284519195
14474,20.518284528683193
11408,15.0996688705415
3826,21.817424229271428
9402,16.822603841260722
9056,9.38083151964686
10194,13.379088160259652
7631,18.681541692269406
16081,21.563858652847824
13473,15.132745950421556
12177,23.388031127053
8546,8.306623862918075
17033,15.231546211727817
9701,1.4142135623730951
15573,1.7320508075688772
13080,4.358898943540674
6307,12.449899597988733
34,8.366600265340756
1911,8.246211251235321
15627,28.879058156387302
13313,16.217274740226856
1217,11.874342087037917
15457,12.609520212918492
9167,6.6332495807108
11484,17.944358444926362
8897,8.54400374531753
12629,14.696938456699069
9876,11.445523142259598
5458,11.532562594670797
7324,12.288205727444508
1954,1.4142135623730951
2225,12.529964086141668
1959,10.392304845413264
6098,18.920887928424502
10370,4.898979485566356
1740,3.1622776601683795
1957,7.3484692283495345
16888,13.152946437965905
16978,1.7320508075688772
1602,2.0
457,1.4142135623730951
8410,3.3166247903554
17086,23.706539182259394
7767,3.605551275463989
15206,16.0312195418814
8473,8.246211251235321
5532,12.165525060596439
5028,11.832159566199232
63,12.529964086141668
5456,4.898979485566356
12793,11.045361017187261
9409,9.848857801796104
13398,14.352700094407323
12626,20.73644135332772
5589,16.492422502470642
14999,3.872983346207417
16087,3.872983346207417
11706,10.63014581273465
4397,2.0
10495,18.734993995195193
10399,13.711309200802088
11042,10.14889156509222
2020,3.1622776601683795
15696,3.1622776601683795
11330,4.898979485566356
1711,5.196152422706632
15224,17.46424919657298
1454,8.48528137423857
9418,21.095023109728988
15285,3.605551275463989
13974,15.84297951775486
15363,7.874007874011811
6950,2.8284271247461903
15153,19.974984355438178
1817,8.888194417315589
16040,2.8284271247461903
1085,6.6332495807108
61,8.717797887081348
4045,12.041594578792296
10218,13.674794331177344
16932,19.621416870348583
3098,10.099504938362077
10423,12.806248474865697
7113,4.358898943540674
11337,7.280109889280518
5277,19.621416870348583
15932,15.748015748023622
15006,25.019992006393608
14395,6.164414002968976
6266,7.483314773547883
9328,16.73320053068151
2726,10.344080432788601
633,10.344080432788601
5050,20.904544960366874
13813,25.903667693977237
1923,6.557438524302
14059,7.745966692414834
16679,14.247806848775006
4010,5.744562646538029
16669,9.643650760992955
15068,3.605551275463989
8657,14.177446878757825
10080,2.449489742783178
9982,9.539392014169456
7075,7.874007874011811
12291,26.343879744638983
5863,16.76305461424021
13525,22.693611435820433
3147,3.7416573867739413
10302,10.535653752852738
10596,17.435595774162696
13113,15.524174696260024
14461,29.206163733020468
4671,12.328828005937952
3975,19.05255888325765
2425,8.0
11813,20.273134932713294
5954,21.908902300206645
10842,11.575836902790225
15133,29.9833287011299
4564,3.1622776601683795
11204,3.3166247903554
10100,11.224972160321824
6084,3.1622776601683795
6669,17.944358444926362
15223,17.97220075561143
10843,8.246211251235321
8998,10.488088481701515
15390,17.549928774784245
3623,13.601470508735444
407,4.47213595499958
11986,25.92296279363144
4459,20.024984394500787
8916,15.165750888103101
6286,20.174241001832016
1623,3.605551275463989
1595,6.082762530298219
8913,9.433981132056603
5449,10.295630140987
15312,6.4031242374328485
5375,14.66287829861518
170,4.47213595499958
9731,10.954451150103322
2882,5.196152422706632
3205,4.795831523312719
6472,3.872983346207417
4877,2.0
9639,15.588457268119896
6758,2.8284271247461903
8862,2.0
16480,11.916375287812984
8280,14.966629547095765
7308,3.0
14824,17.663521732655695
16858,5.196152422706632
1385,3.605551275463989
15145,11.74734012447073
6045,12.806248474865697
13603,9.591663046625438
683,10.535653752852738
2112,8.774964387392123
14163,13.74772708486752
7528,17.86057109949175
12010,22.40535650240808
11586,9.899494936611665
9070,12.84523257866513
8749,15.066519173319364
6682,5.477225575051661
8209,19.949937343260004
12545,12.806248474865697
7443,14.422205101855956
3971,13.0
6962,18.973665961010276
800,9.16515138991168
13485,7.745966692414834
747,7.14142842854285
5380,2.449489742783178
5464,19.364916731037084
13238,20.346989949375804
9827,13.820274961085254
2206,15.231546211727817
7277,13.638181696985855
7150,18.57417562100671
13170,12.165525060596439
590,8.888194417315589
313,8.774964387392123
12818,8.831760866327848
7330,2.8284271247461903
16348,8.602325267042627
8205,11.269427669584644
15364,9.273618495495704
1491,9.797958971132712
2473,7.483314773547883
8565,12.922847983320086
15290,19.77371993328519
6329,18.2208671582886
7539,21.0
13054,1.4142135623730951
12638,21.61018278497431
2993,14.106735979665885
10425,16.278820596099706
2522,5.744562646538029
962,11.704699910719626
11952,5.830951894845301
8655,8.366600265340756
13169,14.832396974191326
5309,5.196152422706632
14989,28.372521918222215
3689,13.527749258468683
5007,12.24744871391589
14476,19.949937343260004
9353,11.74734012447073
7963,16.583123951777
13618,15.427248620541512
14975,3.1622776601683795
13110,15.620499351813308
7899,16.703293088490067
17196,8.12403840463596
1707,12.96148139681572
4105,13.114877048604
11326,6.324555320336759
14396,4.58257569495584
6412,24.166091947189145
6804,8.06225774829855
6844,22.759613353482084
7103,13.601470508735444
578,7.615773105863909
2351,9.16515138991168
15124,18.303005217723125
11942,23.173260452512935
11077,24.186773244895647
16553,8.06225774829855
15909,14.966629547095765
586,5.0990195135927845
5332,1.7320508075688772
4972,8.18535277187245
4981,16.583123951777
9090,13.892443989449804
3106,9.38083151964686
5853,13.601470508735444
13136,17.11724276862369
9931,16.401219466856727
3325,13.416407864998739
4625,20.688160865577203
6024,13.784048752090222
12100,17.349351572897472
15449,14.035668847618199
12939,24.839484696748443
13530,11.090536506409418
17189,3.4641016151377544
15750,15.905973720586866
8650,2.23606797749979
7410,14.52583904633395
9331,15.297058540778355
12622,2.23606797749979
12361,11.789826122551595
10840,18.601075237738275
9463,2.0
9473,17.46424919657298
8774,10.770329614269007
15016,16.15549442140351
558,7.810249675906654
5140,8.12403840463596
7356,1.7320508075688772
5168,9.746794344808963
15722,21.2602916254693
12569,14.38749456993816
5112,13.711309200802088
2512,10.344080432788601
993,2.6457513110645907
1327,5.0
5058,12.24744871391589
4502,12.165525060596439
13083,12.36931687685298
7849,21.633307652783937
6491,2.449489742783178
12434,22.93468988235943
1744,14.491376746189438
11082,7.810249675906654
8431,3.3166247903554
8748,19.697715603592208
13594,17.804493814764857
7101,14.594519519326424
14693,22.24859546128699
1822,11.874342087037917
811,1.0
868,7.14142842854285
4580,24.041630560342615
10372,17.549928774784245
12492,22.24859546128699
12081,15.748015748023622
14535,10.198039027185569
16933,26.057628441590765
11324,8.54400374531753
15986,15.459624833740307
10359,26.68332812825267
17263,1.7320508075688772
3280,21.354156504062622
5236,3.3166247903554
8735,13.564659966250536
14526,22.11334438749598
4880,11.090536506409418
5270,14.89966442575134
7464,19.6468827043885
4193,12.884098726725126
8122,7.745966692414834
7841,14.422205101855956
14610,12.24744871391589
14525,19.697715603592208
12037,23.021728866442675
2558,14.106735979665885
1844,10.04987562112089
15347,25.67099530598687
14364,15.264337522473747
16875,11.224972160321824
7530,14.142135623730951
15623,2.23606797749979
5707,10.535653752852738
4044,11.61895003862225
8936,4.58257569495584
9452,19.621416870348583
12994,20.09975124224178
3372,11.61895003862225
10920,1.0
6945,9.797958971132712
3634,9.899494936611665
14922,8.831760866327848
1743,16.73320053068151
6210,21.494185260204677
16237,20.37154878746336
3517,10.295630140987
15881,6.082762530298219
13302,16.97056274847714
13739,20.049937655763422
8327,14.38749456993816
11200,16.46207763315433
3396,11.958260743101398
7268,12.727922061357855
520,7.0710678118654755
4870,17.029386365926403
131,13.114877048604
9386,5.5677643628300215
14119,18.520259177452136
15395,19.4164878389476
16967,21.330729007701542
12850,22.06807649071391
5915,4.0
15767,2.449489742783178
1979,15.937377450509228
4745,11.532562594670797
7061,14.38749456993816
10630,11.313708498984761
17063,22.9128784747792
12619,9.695359714832659
4822,13.96424004376894
3597,19.77371993328519
2201,10.723805294763608
1579,10.677078252031311
6510,14.2828568570857
5135,10.677078252031311
15518,18.2208671582886
16062,14.317821063276353
9693,14.628738838327793
8522,7.483314773547883
10731,10.723805294763608
4313,19.390719429665317
12525,4.123105625617661
13256,16.522711641858304
5766,21.330729007701542
2769,6.928203230275509
388,9.055385138137417
1953,2.449489742783178
7814,2.23606797749979
12836,11.269427669584644
315,8.246211251235321
2004,13.114877048604
7442,17.60681686165901
413,5.656854249492381
8778,13.341664064126334
15734,22.67156809750927
3383,15.362291495737216
13047,19.87460691435179
605,5.477225575051661
15,10.488088481701515
8914,14.832396974191326
8099,2.449489742783178
3049,9.0
3952,18.275666882497067
309,10.816653826391969
1483,1.0
1253,10.677078252031311
6486,9.327379053088816
6373,1.7320508075688772
9001,7.745966692414834
4609,12.922847983320086
2517,16.61324772583615
5963,10.392304845413264
11249,12.727922061357855
2128,19.157244060668017
702,7.211102550927978
10199,2.449489742783178
13028,4.123105625617661
3842,5.5677643628300215
11469,7.54983443527075
14208,6.082762530298219
1111,5.5677643628300215
7640,9.643650760992955
1904,1.4142135623730951
12653,20.85665361461421
637,6.557438524302
248,11.661903789690601
2406,1.7320508075688772
8875,15.491933384829668
696,10.770329614269007
16417,15.588457268119896
15478,2.449489742783178
14273,16.76305461424021
7333,2.449489742783178
2228,18.520259177452136
16169,22.44994432064365
16360,11.789826122551595
70,1.4142135623730951
16870,24.819347291981714
1178,5.830951894845301
14783,2.449489742783178
9293,4.123105625617661
14557,21.95449840010015
1891,9.1104335791443
14539,10.198039027185569
11072,12.767145334803704
10191,19.672315572906
14260,19.390719429665317
16695,11.661903789690601
11353,6.708203932499369
2089,8.602325267042627
12189,6.928203230275509
4191,13.74772708486752
17341,11.045361017187261
2957,5.5677643628300215
14175,18.466185312619388
11004,21.817424229271428
6225,9.746794344808963
4993,8.366600265340756
1083,11.135528725660043
10656,4.242640687119285
2853,19.1049731745428
12657,23.93741840717165
5489,8.246211251235321
5865,11.0
4519,5.0
944,7.280109889280518
9263,13.856406460551018
13260,28.809720581775867
7342,13.74772708486752
17022,3.872983346207417
8116,12.24744871391589
4985,17.11724276862369
3328,13.674794331177344
13062,14.730919862656235
9027,3.4641016151377544
4391,15.524174696260024
367,7.810249675906654
10069,9.486832980505138
9773,1.0
15797,15.0
1152,6.48074069840786
15802,17.46424919657298
8416,18.520259177452136
8149,2.449489742783178
6750,13.45362404707371
13582,3.4641016151377544
2012,17.291616465790582
2615,11.61895003862225
7809,6.782329983125268
4936,12.165525060596439
9393,14.422205101855956
16913,15.231546211727817
12247,15.905973720586866
184,4.69041575982343
4959,17.549928774784245
10678,5.291502622129181
9629,2.0
6149,15.652475842498529
11117,13.856406460551018
5230,17.663521732655695
13315,13.820274961085254
8873,10.295630140987
7816,4.795831523312719
8517,11.445523142259598
10536,1.7320508075688772
592,6.164414002968976
11693,13.784048752090222
6927,9.219544457292887
16915,15.0
1028,9.055385138137417
7524,2.0
3925,13.45362404707371
13019,17.69180601295413
7142,2.0
538,6.708203932499369
14563,5.385164807134504
13303,19.467922333931785
10915,11.445523142259598
11658,12.206555615733702
5527,6.0
11277,4.58257569495584
2310,1.0
5833,18.788294228055936
13454,23.08679276123039
13063,16.492422502470642
3455,14.177446878757825
11781,5.5677643628300215
6515,3.0
6913,15.297058540778355
9529,4.795831523312719
16515,8.0
12876,28.861739379323623
4162,21.142374511865974
1765,3.1622776601683795
8298,13.45362404707371
14344,14.422205101855956
10605,9.746794344808963
13793,16.186414056238647
465,7.937253933193772
15465,18.65475810617763
1197,8.774964387392123
4209,18.33030277982336
5333,2.6457513110645907
9264,11.916375287812984
12408,6.164414002968976
13022,19.544820285692065
9442,21.0
8355,15.84297951775486
2531,14.035668847618199
11123,21.517434791350013
9986,4.58257569495584
4003,23.769728648009426
16529,11.40175425099138
5516,24.677925358506133
6630,14.212670403551895
2019,3.3166247903554
9933,11.704699910719626
5459,13.784048752090222
4731,4.58257569495584
15987,13.45362404707371
10347,9.38083151964686
4111,3.7416573867739413
11971,12.165525060596439
1945,9.219544457292887
13426,13.92838827718412
12898,17.804493814764857
2570,5.744562646538029
10764,17.52141546793523
5163,3.4641016151377544
10872,1.0
16734,3.3166247903554
13624,16.46207763315433
5751,4.47213595499958
9450,17.635192088548397
16783,3.3166247903554
3283,21.071307505705477
4903,5.196152422706632
16891,14.2828568570857
5031,14.247806848775006
9638,15.329709716755891
9247,5.291502622129181
5172,11.135528725660043
15681,26.664583251946766
2452,5.385164807134504
1237,8.426149773176359
16998,9.797958971132712
2060,12.96148139681572
7033,16.881943016134134
3307,17.4928556845359
13561,13.784048752090222
10168,13.564659966250536
133,10.583005244258363
5155,13.92838827718412
12366,15.459624833740307
408,1.7320508075688772
14709,4.123105625617661
4602,19.0
14510,19.79898987322333
2058,8.06225774829855
8124,1.7320508075688772
17058,16.911534525287763
7934,9.327379053088816
2764,8.06225774829855
6529,13.92838827718412
11219,19.235384061671343
6074,14.89966442575134
2215,1.0
3045,20.024984394500787
16713,2.6457513110645907
1482,1.0
7626,11.916375287812984
13211,20.322401432901575
2943,20.8806130178211
15580,18.841443681416774
4978,11.916375287812984
14926,2.23606797749979
4963,17.378147196982766
15866,8.06225774829855
7109,11.958260743101398
2548,3.605551275463989
10349,23.748684174075834
5945,2.449489742783178
11400,4.898979485566356
8791,4.47213595499958
3469,17.86057109949175
16989,20.322401432901575
9998,18.788294228055936
7025,20.199009876724155
4064,10.0
1858,3.1622776601683795
17328,7.745966692414834
9978,12.206555615733702
4343,21.37755832643195
11522,18.681541692269406
12453,4.358898943540674
3355,23.40939982143925
14763,27.748873851023216
7687,8.831760866327848
14000,23.853720883753127
9565,11.74734012447073
6423,5.0990195135927845
1057,12.68857754044952
16500,3.3166247903554
14459,21.95449840010015
8261,12.449899597988733
15135,21.37755832643195
872,10.04987562112089
8833,9.539392014169456
4015,5.0
4231,5.0
9957,10.295630140987
4980,15.937377450509228
16272,23.93741840717165
3492,16.401219466856727
4764,10.723805294763608
8324,15.0996688705415
13865,12.529964086141668
13825,7.0
8653,3.7416573867739413
1924,6.244997998398398
14242,17.378147196982766
15298,18.027756377319946
1351,8.888194417315589
11248,13.74772708486752
12391,15.716233645501712
866,7.0710678118654755
3344,10.583005244258363
4301,5.744562646538029
6580,23.194827009486403
3533,2.449489742783178
2449,5.916079783099616
11062,1.4142135623730951
12268,17.635192088548397
260,7.3484692283495345
9025,6.557438524302
16336,18.138357147217054
15818,20.518284528683193
7223,13.114877048604
13130,18.788294228055936
2209,9.16515138991168
833,1.4142135623730951
8672,2.0
11901,4.358898943540674
15697,5.0990195135927845
7603,10.723805294763608
4751,15.0
898,6.782329983125268
7077,7.280109889280518
2417,12.727922061357855
14901,2.0
2921,16.1245154965971
10325,8.48528137423857
9270,2.0
8798,14.247806848775006
14770,17.832554500127006
16492,8.717797887081348
9434,6.164414002968976
6485,12.727922061357855
10608,3.1622776601683795
2459,10.099504938362077
8593,9.797958971132712
429,7.681145747868608
2966,19.544820285692065
4525,11.180339887498949
15845,21.88606862823929
6627,19.82422760159901
6050,16.64331697709324
11315,25.278449319529077
10358,25.37715508089904
5786,18.788294228055936
6725,10.44030650891055
7040,9.695359714832659
13017,21.071307505705477
6724,13.114877048604
14366,17.08800749063506
8977,8.12403840463596
7313,9.486832980505138
10579,14.035668847618199
10679,4.47213595499958
8603,5.656854249492381
4395,4.0
2903,13.416407864998739
5022,3.1622776601683795
13335,18.867962264113206
5358,2.23606797749979
14487,18.867962264113206
12321,25.436194683953808
7702,5.0990195135927845
7944,16.61324772583615
1656,8.888194417315589
2628,17.0
14379,26.43860813280457
5572,2.23606797749979
4528,11.135528725660043
13560,7.0710678118654755
4682,7.14142842854285
1686,7.416198487095663
3881,12.806248474865697
12319,25.84569596664017
4215,15.198684153570664
12528,6.082762530298219
4785,6.708203932499369
3322,20.223748416156685
1723,9.273618495495704
10580,11.180339887498949
12536,15.748015748023622
9571,12.922847983320086
3465,5.477225575051661
10803,4.795831523312719
14534,17.08800749063506
14252,4.58257569495584
11491,6.0
8093,11.789826122551595
5460,17.4928556845359
8499,5.0990195135927845
5719,23.769728648009426
376,1.7320508075688772
3460,7.810249675906654
9808,22.338307903688676
825,5.0990195135927845
704,13.2664991614216
4012,2.449489742783178
2655,14.247806848775006
8865,8.888194417315589
16400,2.8284271247461903
5613,17.029386365926403
4553,6.782329983125268
11848,13.0
15578,22.9128784747792
11061,3.4641016151377544
208,2.449489742783178
2337,13.74772708486752
16259,6.082762530298219
3066,16.97056274847714
14012,10.63014581273465
8686,11.224972160321824
3909,18.083141320025124
10709,24.1039415863879
6243,23.727621035409346
9724,1.7320508075688772
1934,10.0
16184,4.47213595499958
7655,19.05255888325765
13346,6.855654600401044
6301,7.681145747868608
13874,20.174241001832016
12476,11.090536506409418
461,5.196152422706632
753,9.797958971132712
9075,2.23606797749979
8953,8.06225774829855
8193,2.0
6425,17.233687939614086
6444,8.18535277187245
4129,13.379088160259652
1049,8.12403840463596
13640,17.72004514666935
9481,8.366600265340756
16698,17.916472867168917
16956,17.549928774784245
16113,3.0
8132,16.822603841260722
7592,7.615773105863909
13837,22.135943621178654
908,11.045361017187261
11973,8.306623862918075
13797,3.7416573867739413
14935,17.69180601295413
4672,11.74734012447073
1841,9.273618495495704
16218,14.0
11490,6.48074069840786
4121,19.79898987322333
13578,13.856406460551018
1201,1.0
111,9.433981132056603
15726,14.52583904633395
1701,9.9498743710662
12826,21.97726097583591
8233,19.8997487421324
10807,17.69180601295413
978,10.246950765959598
6501,11.224972160321824
17143,4.795831523312719
11984,26.5329983228432
8827,18.16590212458495
8057,8.0
15361,4.795831523312719
10250,1.4142135623730951
16476,3.1622776601683795
14250,11.661903789690601
1408,4.795831523312719
9761,10.862780491200215
16485,14.071247279470288
9340,2.6457513110645907
3386,6.708203932499369
12371,21.166010488516726
9926,14.730919862656235
9044,21.517434791350013
13717,28.495613697550013
11766,16.0
1614,12.041594578792296
16210,3.0
9228,11.874342087037917
9039,10.14889156509222
8990,12.84523257866513
15503,3.3166247903554
12259,7.810249675906654
2366,9.746794344808963
7717,2.23606797749979
3996,9.539392014169456
13102,2.6457513110645907
3679,5.656854249492381
11857,8.06225774829855
14368,12.884098726725126
13562,22.715633383201094
13445,14.071247279470288
4106,10.770329614269007
11401,10.295630140987
5118,3.1622776601683795
216,8.774964387392123
8670,3.4641016151377544
9757,6.708203932499369
6311,19.209372712298546
12422,23.194827009486403
13468,19.313207915827967
17055,13.564659966250536
13804,19.8997487421324
3804,17.635192088548397
17215,1.0
16161,6.928203230275509
17315,6.6332495807108
6848,10.198039027185569
12438,15.394804318340652
14445,4.123105625617661
8010,9.327379053088816
763,5.291502622129181
8493,9.273618495495704
7861,4.69041575982343
12516,22.825424421026653
8247,16.06237840420901
12042,9.848857801796104
15858,12.922847983320086
11552,15.7797338380595
9455,11.575836902790225
9567,10.392304845413264
2913,14.89966442575134
3351,13.784048752090222
2390,12.041594578792296
7563,13.74772708486752
10746,16.15549442140351
16722,16.492422502470642
12362,22.737634001804146
1621,5.744562646538029
1202,1.4142135623730951
10491,3.3166247903554
10427,16.06237840420901
13383,21.307275752662516
2477,2.6457513110645907
15249,12.767145334803704
14704,14.352700094407323
9282,16.34013463836819
8251,11.61895003862225
14205,2.23606797749979
11923,8.888194417315589
5792,17.175564037317667
10159,10.862780491200215
3297,6.324555320336759
1126,10.954451150103322
11305,5.5677643628300215
17056,16.401219466856727
10809,24.919871588754223
11650,23.259406699226016
8710,14.966629547095765
1669,1.4142135623730951
4847,13.92838827718412
9553,4.795831523312719
1295,3.3166247903554
16006,21.18962010041709
3898,19.697715603592208
13776,6.4031242374328485
13264,19.77371993328519
7021,2.23606797749979
3312,11.0
479,3.605551275463989
1596,5.830951894845301
13534,1.4142135623730951
12862,2.23606797749979
11288,19.519221295943137
16720,14.38749456993816
2487,13.0
14003,23.043437243605826
10924,25.25866188063018
15542,18.33030277982336
5385,17.549928774784245
17227,9.273618495495704
647,1.7320508075688772
8091,15.231546211727817
3613,19.209372712298546
16629,20.12461179749811
11640,4.69041575982343
1457,7.211102550927978
5082,17.029386365926403
13241,11.789826122551595
10609,1.7320508075688772
17336,1.4142135623730951
15558,16.217274740226856
883,9.9498743710662
543,10.295630140987
7038,14.177446878757825
606,5.385164807134504
16993,14.177446878757825
11398,1.7320508075688772
8660,16.278820596099706
12739,7.280109889280518
8773,15.524174696260024
14095,17.52141546793523
11900,4.58257569495584
11535,17.578395831246947
741,9.327379053088816
17342,11.661903789690601
1977,6.324555320336759
12617,15.556349186104045
9194,5.0
2144,2.6457513110645907
9506,4.58257569495584
14741,14.0
4429,12.84523257866513
12269,14.832396974191326
8477,4.358898943540674
2286,4.0
714,1.0
14358,21.95449840010015
13903,16.822603841260722
3914,4.898979485566356
6119,18.681541692269406
3404,21.863211109075447
510,5.291502622129181
6504,10.954451150103322
10115,14.89966442575134
6186,14.45683229480096
16890,15.937377450509228
7681,10.392304845413264
839,7.416198487095663
15688,17.204650534085253
9923,14.966629547095765
9412,3.0
16905,2.0
12246,14.422205101855956
12597,3.0
1142,7.416198487095663
3463,2.449489742783178
10247,4.58257569495584
3728,10.862780491200215
14835,14.560219778561036
1801,12.489995996796797
4756,3.7416573867739413
11925,4.0
5734,14.38749456993816
